year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/2000,20000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2000,400000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2000,3400000,tonnes (metric),Imports,iron ore,Egypt
1/1/2000,300000,tonnes (metric),Imports,"iron, steel and ferro-alloys",Egypt
1/1/2000,90000,tonnes (metric),Imports,kaolin,Egypt
1/1/2000,0,tonnes (metric),Imports,lead,Egypt
1/1/2000,9000,tonnes (metric),Imports,lead,Egypt
1/1/2000,11200,tonnes (metric),Imports,magnesite and magnesia,Egypt
1/1/2000,500,tonnes (metric),Imports,manganese,Egypt
1/1/2000,400,tonnes (metric),Imports,nickel,Egypt
1/1/2000,12500,tonnes (metric),Imports,potash,Egypt
1/1/2000,4000,tonnes (metric),Imports,salt,Egypt
1/1/2000,92000,tonnes (metric),Imports,sulphur and pyrites,Egypt
1/1/2000,240,tonnes (metric),Imports,tin,Egypt
1/1/2000,3000,tonnes (metric),Imports,"asbestos, unmanufactured",Egypt
1/1/2000,17000,tonnes (metric),Imports,zinc,Egypt
1/1/2000,400000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2001,833,tonnes (metric),Imports,diatomite,Egypt
1/1/2001,1182650,tonnes (metric),Imports,"iron, steel and ferro-alloys",Egypt
1/1/2001,709,tonnes (metric),Imports,"iron, steel and ferro-alloys",Egypt
1/1/2001,,tonnes (metric),Imports,zinc,Egypt
1/1/2001,7040,tonnes (metric),Imports,salt,Egypt
1/1/2001,117,tonnes (metric),Imports,antimony,Egypt
1/1/2001,262935,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2001,823,tonnes (metric),Imports,bentonite and fuller's earth,Egypt
1/1/2001,21695,tonnes (metric),Imports,"iron, steel and ferro-alloys",Egypt
1/1/2001,83,tonnes (metric),Imports,feldspar,Egypt
1/1/2001,408,tonnes (metric),Imports,fluorspar,Egypt
1/1/2001,378,tonnes (metric),Imports,graphite,Egypt
1/1/2001,1876,tonnes (metric),Imports,gypsum and plaster,Egypt
1/1/2001,12000,kilograms,Imports,iodine,Egypt
1/1/2001,97000,tonnes (metric),Imports,sulphur and pyrites,Egypt
1/1/2001,3300000,tonnes (metric),Imports,iron ore,Egypt
1/1/2001,429827,tonnes (metric),Imports,"iron, steel and ferro-alloys",Egypt
1/1/2001,1593,tonnes (metric),Imports,talc,Egypt
1/1/2001,9763,tonnes (metric),Imports,kaolin,Egypt
1/1/2001,973,tonnes (metric),Imports,sulphur and pyrites,Egypt
1/1/2001,936,tonnes (metric),Imports,titanium,Egypt
1/1/2001,8062,tonnes (metric),Imports,lead,Egypt
1/1/2001,1477,tonnes (metric),Imports,titanium,Egypt
1/1/2001,15376,tonnes (metric),Imports,magnesite and magnesia,Egypt
1/1/2001,400000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2001,18412,tonnes (metric),Imports,manganese,Egypt
1/1/2001,2000,kilograms,Imports,mercury,Egypt
1/1/2001,659,tonnes (metric),Imports,"asbestos, unmanufactured",Egypt
1/1/2001,134,tonnes (metric),Imports,nickel,Egypt
1/1/2001,13900,tonnes (metric),Imports,potash,Egypt
1/1/2002,208500,tonnes (metric),Imports,sulphur and pyrites,Egypt
1/1/2002,200,tonnes (metric),Imports,graphite,Egypt
1/1/2002,700,tonnes (metric),Imports,fluorspar,Egypt
1/1/2002,15500,tonnes (metric),Imports,salt,Egypt
1/1/2002,180,tonnes (metric),Imports,nickel,Egypt
1/1/2002,600,tonnes (metric),Imports,"asbestos, unmanufactured",Egypt
1/1/2002,9560,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2002,400000,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/2002,20000,tonnes (metric),Imports,magnesite and magnesia,Egypt
1/1/2002,2400,tonnes (metric),Imports,gypsum and plaster,Egypt
1/1/2002,15800,tonnes (metric),Imports,potash,Egypt
1/1/2002,375419,tonnes (metric),Imports,"bauxite, alumina and aluminium",Egypt
1/1/1971,52341,tonnes (metric),Imports,coal,Morocco
1/1/1971,16,tonnes (metric),Imports,arsenic,Morocco
1/1/1971,14,tonnes (metric),Imports,graphite,Morocco
1/1/1971,164,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1971,246,tonnes (metric),Imports,tin,Morocco
1/1/1971,1195,tonnes (metric),Imports,potash,Morocco
1/1/1971,3638,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1971,1622635,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1971,97,tonnes (metric),Imports,potash,Morocco
1/1/1971,163,tonnes (metric),Imports,potash,Morocco
1/1/1971,5,tonnes (metric),Imports,antimony,Morocco
1/1/1971,1324,tonnes (metric),Imports,talc,Morocco
1/1/1971,274,tonnes (metric),Imports,feldspar,Morocco
1/1/1971,21525,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1971,2070,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1971,773,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1971,56,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1971,421,tonnes (metric),Imports,diatomite,Morocco
1/1/1971,1083,tonnes (metric),Imports,zinc,Morocco
1/1/1971,3794,tonnes (metric),Imports,kaolin,Morocco
1/1/1971,1050,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1971,59,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1971,290,kilograms,Imports,silver,Morocco
1/1/1971,15,tonnes (metric),Imports,lead,Morocco
1/1/1971,3002,kilograms,Imports,mercury,Morocco
1/1/1971,955,tonnes (metric),Imports,iron ore,Morocco
1/1/1971,21136,tonnes (metric),Imports,potash,Morocco
1/1/1971,31,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1971,21,tonnes (metric),Imports,mica,Morocco
1/1/1971,199,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1971,49,tonnes (metric),Imports,salt,Morocco
1/1/1971,16770,tonnes (metric),Imports,potash,Morocco
1/1/1971,75,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1971,210,tonnes (metric),Imports,lead,Morocco
1/1/1972,664,kilograms,Imports,silver,Morocco
1/1/1972,18635,tonnes (metric),Imports,potash,Morocco
1/1/1972,20,tonnes (metric),Imports,mica,Morocco
1/1/1972,431,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,1499,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,7740,tonnes (metric),Imports,salt,Morocco
1/1/1972,110,tonnes (metric),Imports,lead,Morocco
1/1/1972,8345,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,3050,tonnes (metric),Imports,kaolin,Morocco
1/1/1972,169,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,13,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,3386,kilograms,Imports,mercury,Morocco
1/1/1972,32,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,30,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1972,24867,tonnes (metric),Imports,potash,Morocco
1/1/1972,1861,tonnes (metric),Imports,lead,Morocco
1/1/1972,726,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1972,36656,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1972,1871,tonnes (metric),Imports,zinc,Morocco
1/1/1972,139,tonnes (metric),Imports,potash,Morocco
1/1/1972,321,tonnes (metric),Imports,diatomite,Morocco
1/1/1972,2738,tonnes (metric),Imports,potash,Morocco
1/1/1972,25,tonnes (metric),Imports,feldspar,Morocco
1/1/1972,25,tonnes (metric),Imports,arsenic,Morocco
1/1/1972,1507,kilograms,Imports,gold,Morocco
1/1/1972,102,tonnes (metric),Imports,potash,Morocco
1/1/1972,41571,tonnes (metric),Imports,coal,Morocco
1/1/1972,13,tonnes (metric),Imports,antimony,Morocco
1/1/1972,22,tonnes (metric),Imports,graphite,Morocco
1/1/1972,124,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1972,1164,tonnes (metric),Imports,talc,Morocco
1/1/1972,1200,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1972,35,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1972,403,tonnes (metric),Imports,tin,Morocco
1/1/1972,1753072,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1972,3145,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1973,36,tonnes (metric),Imports,antimony,Morocco
1/1/1973,39,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1973,149,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1973,34794,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1973,191,tonnes (metric),Imports,potash,Morocco
1/1/1973,1799,tonnes (metric),Imports,potash,Morocco
1/1/1973,1831,tonnes (metric),Imports,zinc,Morocco
1/1/1973,3400,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1973,354,tonnes (metric),Imports,tin,Morocco
1/1/1973,1335,tonnes (metric),Imports,talc,Morocco
1/1/1973,12,tonnes (metric),Imports,graphite,Morocco
1/1/1973,440,kilograms,Imports,gold,Morocco
1/1/1973,179,tonnes (metric),Imports,feldspar,Morocco
1/1/1973,13,tonnes (metric),Imports,arsenic,Morocco
1/1/1973,360,tonnes (metric),Imports,diatomite,Morocco
1/1/1973,929,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1973,119,tonnes (metric),Imports,potash,Morocco
1/1/1973,2261687,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1973,27045,tonnes (metric),Imports,coal,Morocco
1/1/1973,2067,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,9492,tonnes (metric),Imports,salt,Morocco
1/1/1973,67,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,2555,kilograms,Imports,mercury,Morocco
1/1/1973,232,tonnes (metric),Imports,lead,Morocco
1/1/1973,44,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,26,tonnes (metric),Imports,mica,Morocco
1/1/1973,8057,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,23231,tonnes (metric),Imports,potash,Morocco
1/1/1973,2166,tonnes (metric),Imports,lead,Morocco
1/1/1973,3904,tonnes (metric),Imports,kaolin,Morocco
1/1/1973,15934,tonnes (metric),Imports,potash,Morocco
1/1/1973,173618,kilograms,Imports,silver,Morocco
1/1/1973,175,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,28,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1973,8,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,3418,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,40617,tonnes (metric),Imports,potash,Morocco
1/1/1974,2340,kilograms,Imports,mercury,Morocco
1/1/1974,118,tonnes (metric),Imports,lead,Morocco
1/1/1974,60782,kilograms,Imports,silver,Morocco
1/1/1974,22,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,2021,tonnes (metric),Imports,lead,Morocco
1/1/1974,205,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,17,tonnes (metric),Imports,mica,Morocco
1/1/1974,48,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,17377,tonnes (metric),Imports,potash,Morocco
1/1/1974,106,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,4959,tonnes (metric),Imports,kaolin,Morocco
1/1/1974,13850,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,0,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1974,5,tonnes (metric),Imports,salt,Morocco
1/1/1974,13150,tonnes (metric),Imports,coal,Morocco
1/1/1974,61,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1974,1533,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1974,119,tonnes (metric),Imports,feldspar,Morocco
1/1/1974,77418,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1974,2584895,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1974,48,kilograms,Imports,gold,Morocco
1/1/1974,9,tonnes (metric),Imports,graphite,Morocco
1/1/1974,51,kilograms,Imports,bromine,Morocco
1/1/1974,7,tonnes (metric),Imports,antimony,Morocco
1/1/1974,3810,kilograms,Imports,bromine,Morocco
1/1/1974,6718,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1974,146,tonnes (metric),Imports,potash,Morocco
1/1/1974,234,tonnes (metric),Imports,tin,Morocco
1/1/1974,2122,tonnes (metric),Imports,potash,Morocco
1/1/1974,1547,tonnes (metric),Imports,zinc,Morocco
1/1/1974,930,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1974,55,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1974,352,tonnes (metric),Imports,diatomite,Morocco
1/1/1974,147,tonnes (metric),Imports,potash,Morocco
1/1/1974,23,tonnes (metric),Imports,arsenic,Morocco
1/1/1974,15,tonnes (metric),Imports,bismuth,Morocco
1/1/1974,1007,tonnes (metric),Imports,talc,Morocco
1/1/1975,205,tonnes (metric),Imports,lead,Morocco
1/1/1975,1653,kilograms,Imports,mercury,Morocco
1/1/1975,135,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,492,kilograms,Imports,iodine,Morocco
1/1/1975,15779,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,33275,tonnes (metric),Imports,potash,Morocco
1/1/1975,18,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,38183,tonnes (metric),Imports,potash,Morocco
1/1/1975,2250,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,36,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,3,tonnes (metric),Imports,mica,Morocco
1/1/1975,1868,tonnes (metric),Imports,kaolin,Morocco
1/1/1975,11,tonnes (metric),Imports,salt,Morocco
1/1/1975,7020,kilograms,Imports,silver,Morocco
1/1/1975,2084,tonnes (metric),Imports,lead,Morocco
1/1/1975,132,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1975,0,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,157,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1975,7160,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1975,230,tonnes (metric),Imports,tin,Morocco
1/1/1975,1115,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1975,39115,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1975,35,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1975,1070,tonnes (metric),Imports,talc,Morocco
1/1/1975,15684,tonnes (metric),Imports,coal,Morocco
1/1/1975,12,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1975,189,tonnes (metric),Imports,potash,Morocco
1/1/1975,11,tonnes (metric),Imports,graphite,Morocco
1/1/1975,2620151,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1975,4,tonnes (metric),Imports,antimony,Morocco
1/1/1975,142,tonnes (metric),Imports,potash,Morocco
1/1/1975,3447,kilograms,Imports,gold,Morocco
1/1/1975,40,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1975,27,tonnes (metric),Imports,feldspar,Morocco
1/1/1975,0,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1975,2,tonnes (metric),Imports,arsenic,Morocco
1/1/1975,19,tonnes (metric),Imports,bismuth,Morocco
1/1/1975,197,tonnes (metric),Imports,diatomite,Morocco
1/1/1975,277,kilograms,Imports,bromine,Morocco
1/1/1975,1085,tonnes (metric),Imports,zinc,Morocco
1/1/1975,390,tonnes (metric),Imports,potash,Morocco
1/1/1976,1270,tonnes (metric),Imports,talc,Morocco
1/1/1976,10686,tonnes (metric),Imports,coal,Morocco
1/1/1976,0,tonnes (metric),Imports,arsenic,Morocco
1/1/1976,2802013,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1976,11,tonnes (metric),Imports,bismuth,Morocco
1/1/1976,426,tonnes (metric),Imports,diatomite,Morocco
1/1/1976,0,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1976,1415,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1976,183345,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1976,195,tonnes (metric),Imports,tin,Morocco
1/1/1976,1685,tonnes (metric),Imports,titanium,Morocco
1/1/1976,5748,kilograms,Imports,gold,Morocco
1/1/1976,6621,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1976,12,tonnes (metric),Imports,antimony,Morocco
1/1/1976,1948,tonnes (metric),Imports,zinc,Morocco
1/1/1976,11,tonnes (metric),Imports,graphite,Morocco
1/1/1976,2,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1976,175,kilograms,Imports,bromine,Morocco
1/1/1976,25,tonnes (metric),Imports,feldspar,Morocco
1/1/1976,85,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1976,2,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1976,40,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,3690,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,23,tonnes (metric),Imports,mica,Morocco
1/1/1976,21707,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,218,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,18491,tonnes (metric),Imports,potash,Morocco
1/1/1976,1727,tonnes (metric),Imports,potash,Morocco
1/1/1976,291,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1976,34,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,199,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1976,40750,tonnes (metric),Imports,potash,Morocco
1/1/1976,597,kilograms,Imports,mercury,Morocco
1/1/1976,150648,kilograms,Imports,iodine,Morocco
1/1/1976,4583,tonnes (metric),Imports,kaolin,Morocco
1/1/1976,1687,kilograms,Imports,silver,Morocco
1/1/1976,4,tonnes (metric),Imports,salt,Morocco
1/1/1976,219,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,204,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1977,18,tonnes (metric),Imports,mica,Morocco
1/1/1977,60,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,24409,tonnes (metric),Imports,potash,Morocco
1/1/1977,37,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,125,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,3303,tonnes (metric),Imports,kaolin,Morocco
1/1/1977,5,tonnes (metric),Imports,salt,Morocco
1/1/1977,3644,kilograms,Imports,silver,Morocco
1/1/1977,3269,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,21025,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,705,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,2123,kilograms,Imports,mercury,Morocco
1/1/1977,37416,tonnes (metric),Imports,potash,Morocco
1/1/1977,1034,tonnes (metric),Imports,potash,Morocco
1/1/1977,357,kilograms,Imports,iodine,Morocco
1/1/1977,224,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1977,0,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1977,9,tonnes (metric),Imports,antimony,Morocco
1/1/1977,10,tonnes (metric),Imports,arsenic,Morocco
1/1/1977,2431,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1977,16,tonnes (metric),Imports,bismuth,Morocco
1/1/1977,70,kilograms,Imports,bromine,Morocco
1/1/1977,8782,tonnes (metric),Imports,coal,Morocco
1/1/1977,2849846,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1977,297,tonnes (metric),Imports,diatomite,Morocco
1/1/1977,58,tonnes (metric),Imports,feldspar,Morocco
1/1/1977,5150,kilograms,Imports,gold,Morocco
1/1/1977,1048,tonnes (metric),Imports,talc,Morocco
1/1/1977,154,tonnes (metric),Imports,tin,Morocco
1/1/1977,1939,tonnes (metric),Imports,titanium,Morocco
1/1/1977,7812,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1977,2299,tonnes (metric),Imports,zinc,Morocco
1/1/1977,427714,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1977,30095,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1977,5,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1978,1964,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,2119,tonnes (metric),Imports,kaolin,Morocco
1/1/1978,974,kilograms,Imports,iodine,Morocco
1/1/1978,73,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,125,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1978,31285,tonnes (metric),Imports,potash,Morocco
1/1/1978,50,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,26,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,19,tonnes (metric),Imports,mica,Morocco
1/1/1978,22428,tonnes (metric),Imports,potash,Morocco
1/1/1978,178,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,1406,tonnes (metric),Imports,potash,Morocco
1/1/1978,1090,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,17432,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1978,894,kilograms,Imports,silver,Morocco
1/1/1978,4355,kilograms,Imports,mercury,Morocco
1/1/1978,9103,tonnes (metric),Imports,salt,Morocco
1/1/1978,5649,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1978,297400,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1978,382,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1978,2624,tonnes (metric),Imports,titanium,Morocco
1/1/1978,780,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1978,936,tonnes (metric),Imports,talc,Morocco
1/1/1978,40,kilograms,Imports,bromine,Morocco
1/1/1978,2762,kilograms,Imports,gold,Morocco
1/1/1978,2,tonnes (metric),Imports,antimony,Morocco
1/1/1978,2785,tonnes (metric),Imports,zinc,Morocco
1/1/1978,402,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1978,20,tonnes (metric),Imports,feldspar,Morocco
1/1/1978,3,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1978,0,tonnes (metric),Imports,arsenic,Morocco
1/1/1978,7860,tonnes (metric),Imports,coal,Morocco
1/1/1978,77136,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1978,1725,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1978,205,tonnes (metric),Imports,copper,Morocco
1/1/1978,148,tonnes (metric),Imports,tin,Morocco
1/1/1978,405,tonnes (metric),Imports,diatomite,Morocco
1/1/1978,19,tonnes (metric),Imports,bismuth,Morocco
1/1/1978,2872440,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1979,3245,tonnes (metric),Imports,titanium,Morocco
1/1/1979,1853,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1979,331,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1979,299,tonnes (metric),Imports,copper,Morocco
1/1/1979,2948,tonnes (metric),Imports,zinc,Morocco
1/1/1979,167,tonnes (metric),Imports,tin,Morocco
1/1/1979,797,tonnes (metric),Imports,talc,Morocco
1/1/1979,350,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
1/1/1979,517145,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1979,5,tonnes (metric),Imports,bismuth,Morocco
1/1/1979,810,tonnes (metric),Imports,"bauxite, alumina and aluminium",Morocco
1/1/1979,4756,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1979,6,kilograms,Imports,bromine,Morocco
1/1/1979,184,kilograms,Imports,gold,Morocco
1/1/1979,9,tonnes (metric),Imports,antimony,Morocco
1/1/1979,45407,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1979,84,tonnes (metric),Imports,feldspar,Morocco
1/1/1979,7,tonnes (metric),Imports,sulphur and pyrites,Morocco
1/1/1979,0,tonnes (metric),Imports,arsenic,Morocco
1/1/1979,10474,tonnes (metric),Imports,coal,Morocco
1/1/1979,176,tonnes (metric),Imports,diatomite,Morocco
1/1/1979,4541618,tonnes (metric),Imports,"petroleum, crude",Morocco
1/1/1979,47195,tonnes (metric),Imports,potash,Morocco
1/1/1979,372,kilograms,Imports,iodine,Morocco
1/1/1979,623,kilograms,Imports,silver,Morocco
1/1/1979,20,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,155,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,9454,tonnes (metric),Imports,salt,Morocco
1/1/1979,0,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,124,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,19462,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,625,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,1644,tonnes (metric),Imports,potash,Morocco
1/1/1979,1,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1979,2601,tonnes (metric),Imports,kaolin,Morocco
1/1/1979,35636,tonnes (metric),Imports,potash,Morocco
1/1/1979,7213,kilograms,Imports,mercury,Morocco
1/1/1979,109,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1980,1436,tonnes (metric),Imports,potash,Morocco
1/1/1980,180,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,3455,tonnes (metric),Imports,kaolin,Morocco
1/1/1980,13046,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,248,kilograms,Imports,silver,Morocco
1/1/1980,66,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,419,kilograms,Imports,iodine,Morocco
1/1/1980,5,tonnes (metric),Imports,salt,Morocco
1/1/1980,0,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,36734,tonnes (metric),Imports,potash,Morocco
1/1/1980,142,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,174,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,41660,tonnes (metric),Imports,potash,Morocco
1/1/1980,1423,tonnes (metric),Imports,"iron, steel and ferro-alloys",Morocco
1/1/1980,140,tonnes (metric),Imports,magnesite and magnesia,Morocco
1/1/1980,9903,kilograms,Imports,mercury,Morocco
1/1/1980,6770,tonnes (metric),Imports,"asbestos, unmanufactured",Morocco
1/1/1980,312,tonnes (metric),Imports,bentonite and fuller's earth,Morocco
