year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/2000,2256,tonnes (metric),Imports,magnesite and magnesia,Saudi Arabia
1/1/2000,1430,tonnes (metric),Imports,mica,Saudi Arabia
1/1/2000,528,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/2000,6601,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2000,2515,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2000,1440,tonnes (metric),Imports,coal,Saudi Arabia
1/1/2001,16745,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/2001,2065,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,174422,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2001,1006,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/2001,7091,tonnes (metric),Imports,magnesite and magnesia,Saudi Arabia
1/1/2001,3734,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/2001,115449,kilograms,Imports,gold,Saudi Arabia
1/1/2001,5756,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2001,1092,tonnes (metric),Imports,sillimanite minerals,Saudi Arabia
1/1/2001,10096,tonnes (metric),Imports,talc,Saudi Arabia
1/1/2001,2640,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/2001,170624,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,3694,tonnes (metric),Imports,mica,Saudi Arabia
1/1/2001,16215,tonnes (metric),Imports,salt,Saudi Arabia
1/1/2001,16240,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/2001,2648,tonnes (metric),Imports,lead,Saudi Arabia
1/1/2001,471,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,251,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2001,2601,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2001,50892,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,82,tonnes (metric),Imports,tin,Saudi Arabia
1/1/2001,25208,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2001,3012,tonnes (metric),Imports,coal,Saudi Arabia
1/1/2001,16349,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/2001,17775,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/2001,52721,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/2001,1516,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,22,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/2001,6133,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2001,1927,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2001,3461097,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/2001,275129,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2001,1983,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2001,1421,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2001,23344,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/2001,66930,tonnes (metric),Imports,copper,Saudi Arabia
1/1/2001,65,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/2001,26597,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/2001,232,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2002,44542,tonnes (metric),Imports,bentonite and fuller's earth,Saudi Arabia
1/1/2002,19122,tonnes (metric),Imports,barytes,Saudi Arabia
1/1/2002,72331,tonnes (metric),Imports,copper,Saudi Arabia
1/1/2002,114109,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2002,204,tonnes (metric),Imports,cobalt,Saudi Arabia
1/1/2002,39279,tonnes (metric),Imports,kaolin,Saudi Arabia
1/1/2002,643,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,2998,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,11517,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2002,10944,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2002,1220,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,22115,tonnes (metric),Imports,sulphur and pyrites,Saudi Arabia
1/1/2002,1988,tonnes (metric),Imports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/2002,27358,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2002,11284,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2002,12587,kilograms,Imports,silver,Saudi Arabia
1/1/2002,14931,tonnes (metric),Imports,potash,Saudi Arabia
1/1/2002,1,tonnes (metric),Imports,sillimanite minerals,Saudi Arabia
1/1/2002,12903,tonnes (metric),Imports,magnesite and magnesia,Saudi Arabia
1/1/2002,11582,tonnes (metric),Imports,coal,Saudi Arabia
1/1/2002,454,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,18271,tonnes (metric),Imports,zinc,Saudi Arabia
1/1/2002,3069,tonnes (metric),Imports,phosphate rock,Saudi Arabia
1/1/2002,682125,tonnes (metric),Imports,iron ore,Saudi Arabia
1/1/2002,18816,tonnes (metric),Imports,graphite,Saudi Arabia
1/1/2002,1933,tonnes (metric),Imports,lead,Saudi Arabia
1/1/2002,57785,tonnes (metric),Imports,gypsum and plaster,Saudi Arabia
1/1/2002,2389,tonnes (metric),Imports,mica,Saudi Arabia
1/1/2002,131345,tonnes (metric),Imports,titanium,Saudi Arabia
1/1/2002,13285,tonnes (metric),Imports,salt,Saudi Arabia
1/1/2002,396140,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,231,tonnes (metric),Imports,manganese,Saudi Arabia
1/1/2002,2216,tonnes (metric),Imports,feldspar,Saudi Arabia
1/1/2002,67390,tonnes (metric),Imports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/2002,212,tonnes (metric),Imports,tin,Saudi Arabia
1/1/2002,9445,tonnes (metric),Imports,talc,Saudi Arabia
1/1/2002,362,tonnes (metric),Imports,zirconium,Saudi Arabia
1/1/2002,2657,tonnes (metric),Imports,diatomite,Saudi Arabia
1/1/2002,41544,kilograms,Imports,gold,Saudi Arabia
1/1/1971,1360,tonnes (metric),Imports,lead,Jordan
1/1/1971,1712,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1971,5011,tonnes (metric),Imports,potash,Jordan
1/1/1971,5037,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1971,591757,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1972,643401,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1972,5000,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1972,22412,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1972,3030,tonnes (metric),Imports,lead,Jordan
1/1/1972,448,tonnes (metric),Imports,potash,Jordan
1/1/1972,1588,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1973,742,tonnes (metric),Imports,potash,Jordan
1/1/1973,2596,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1973,2335,tonnes (metric),Imports,lead,Jordan
1/1/1973,706145,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1973,26223,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1974,30694,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1974,773263,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1974,310,tonnes (metric),Imports,potash,Jordan
1/1/1974,1317,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1974,2675,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1974,1770,tonnes (metric),Imports,lead,Jordan
1/1/1975,0,tonnes (metric),Imports,salt,Jordan
1/1/1975,961,tonnes (metric),Imports,potash,Jordan
1/1/1975,801,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1975,1760,tonnes (metric),Imports,lead,Jordan
1/1/1975,212,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1975,584,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1975,495000,Carats,Imports,diamond,United Arab Emirates
1/1/1975,658,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1975,0,tonnes (metric),Imports,feldspar,Jordan
1/1/1975,860366,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1975,690,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1975,24196,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1975,13401,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1976,87678,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1976,1168566,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1976,626,tonnes (metric),Imports,feldspar,Jordan
1/1/1976,6292,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1976,10030,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1976,4425,tonnes (metric),Imports,potash,Jordan
1/1/1976,524,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1976,3176,tonnes (metric),Imports,lead,Jordan
1/1/1976,250,tonnes (metric),Imports,salt,Jordan
1/1/1976,527,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1976,0,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1976,70000,Carats,Imports,diamond,United Arab Emirates
1/1/1976,981,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1976,3315,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1976,8539,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1977,18503,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1977,15135000,Carats,Imports,diamond,United Arab Emirates
1/1/1977,0,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1977,7278,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1977,3217,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1977,1181000,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1977,1021,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1977,1185,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1977,0,tonnes (metric),Imports,feldspar,Jordan
1/1/1977,51362,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1977,1657,tonnes (metric),Imports,salt,Jordan
1/1/1977,2462,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1977,0,tonnes (metric),Imports,potash,Jordan
1/1/1977,289,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1977,1687,tonnes (metric),Imports,lead,Jordan
1/1/1978,440,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1978,3786,tonnes (metric),Imports,lead,Jordan
1/1/1978,1430,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1978,1850,tonnes (metric),Imports,potash,Jordan
1/1/1978,1410,tonnes (metric),Imports,salt,Jordan
1/1/1978,39495000,Carats,Imports,diamond,United Arab Emirates
1/1/1978,130000,Carats,Imports,diamond,United Arab Emirates
1/1/1978,8337,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1978,9423,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1978,98,kilograms,Imports,silver,United Arab Emirates
1/1/1978,0,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1978,10000,Carats,Imports,diamond,United Arab Emirates
1/1/1978,99959,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1978,289,tonnes (metric),Imports,fluorspar,Jordan
1/1/1978,55642,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1978,289,tonnes (metric),Imports,feldspar,Jordan
1/1/1978,1992,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1978,5601,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1978,1332285,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1979,415,tonnes (metric),Imports,feldspar,Jordan
1/1/1979,415,tonnes (metric),Imports,fluorspar,Jordan
1/1/1979,16614,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1979,1730735,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1979,68872,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1979,1337,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1979,758,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1979,644,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1979,994,tonnes (metric),Imports,potash,Jordan
1/1/1979,1481,tonnes (metric),Imports,lead,Jordan
1/1/1979,1739,tonnes (metric),Imports,salt,Jordan
1/1/1979,4205,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1979,25804,kilograms,Imports,silver,United Arab Emirates
1/1/1979,1472,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1979,135213,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1979,7400000,Carats,Imports,diamond,United Arab Emirates
1/1/1979,81840,Carats,Imports,diamond,United Arab Emirates
1/1/1979,5000,Carats,Imports,diamond,United Arab Emirates
1/1/1979,17369,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1980,,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1980,43072,kilograms,Imports,silver,United Arab Emirates
1/1/1980,,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1980,16246,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1980,186297,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1980,40000,Carats,Imports,diamond,United Arab Emirates
1/1/1980,4631,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1980,,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1980,,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1980,,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1980,16906,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1980,,tonnes (metric),Imports,potash,United Arab Emirates
1/1/1980,8740000,Carats,Imports,diamond,United Arab Emirates
1/1/1980,74545,Carats,Imports,diamond,United Arab Emirates
1/1/1980,17787,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1980,4471,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1980,0,kilograms,Imports,gold,Jordan
1/1/1980,59270,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1980,294,tonnes (metric),Imports,fluorspar,Jordan
1/1/1980,2456,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1980,1753648,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1980,294,tonnes (metric),Imports,feldspar,Jordan
1/1/1980,144,tonnes (metric),Imports,potash,Jordan
1/1/1980,2028,tonnes (metric),Imports,lead,Jordan
1/1/1980,1422,tonnes (metric),Imports,salt,Jordan
1/1/1980,1144,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1980,334,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1981,20,kilograms,Imports,platinum group metals,Jordan
1/1/1981,990,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1981,274,tonnes (metric),Imports,potash,Jordan
1/1/1981,1965,tonnes (metric),Imports,salt,Jordan
1/1/1981,1377,tonnes (metric),Imports,lead,Jordan
1/1/1981,948,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1981,1338,tonnes (metric),Imports,titanium,Jordan
1/1/1981,182,kilograms,Imports,silver,Jordan
1/1/1981,15815,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1981,29731,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1981,30921,kilograms,Imports,silver,United Arab Emirates
1/1/1981,91470,Carats,Imports,diamond,United Arab Emirates
1/1/1981,225000,Carats,Imports,diamond,United Arab Emirates
1/1/1981,340,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1981,10359,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1981,431,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1981,976,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1981,98920,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1981,485,tonnes (metric),Imports,fluorspar,Jordan
1/1/1981,208,kilograms,Imports,gold,Jordan
1/1/1981,1984,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1981,123785,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1981,5573,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1981,2159972,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1981,20443,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1981,485,tonnes (metric),Imports,feldspar,Jordan
1/1/1982,2572769,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1982,65131,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1982,2468,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1982,2357,kilograms,Imports,gold,Jordan
1/1/1982,111816,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1982,405,tonnes (metric),Imports,feldspar,Jordan
1/1/1982,2178,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1982,518,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1982,405,tonnes (metric),Imports,fluorspar,Jordan
1/1/1982,528,tonnes (metric),Imports,salt,Jordan
1/1/1982,320,tonnes (metric),Imports,zinc,Jordan
1/1/1982,0,kilograms,Imports,platinum group metals,Jordan
1/1/1982,1135,tonnes (metric),Imports,titanium,Jordan
1/1/1982,1078,tonnes (metric),Imports,lead,Jordan
1/1/1982,27409,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1982,31595,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1982,1117,tonnes (metric),Imports,potash,Jordan
1/1/1982,1244,kilograms,Imports,silver,Jordan
1/1/1982,640,tonnes (metric),Imports,talc,Jordan
1/1/1982,133830,kilograms,Imports,silver,United Arab Emirates
1/1/1982,196,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1982,34090,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1982,25000,Carats,Imports,diamond,United Arab Emirates
1/1/1982,9217,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1982,1117,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1982,515,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1982,1916,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1982,19219,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1982,41248,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1983,50000,Carats,Imports,diamond,United Arab Emirates
1/1/1983,22561,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1983,2863,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1983,511,tonnes (metric),Imports,potash,United Arab Emirates
1/1/1983,56918,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1983,5342,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1983,60612,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1983,532,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1983,437,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1983,295180,kilograms,Imports,silver,United Arab Emirates
1/1/1983,555,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1983,2545246,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1983,4978,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1983,12961,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1983,181996,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1983,2385,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1983,3182,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1983,903,tonnes (metric),Imports,feldspar,Jordan
1/1/1983,903,tonnes (metric),Imports,fluorspar,Jordan
1/1/1983,0,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1983,1074,kilograms,Imports,gold,Jordan
1/1/1983,3050,kilograms,Imports,platinum group metals,Jordan
1/1/1983,57,kilograms,Imports,silver,Jordan
1/1/1983,42494,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1983,1593,tonnes (metric),Imports,titanium,Jordan
1/1/1983,421,tonnes (metric),Imports,zinc,Jordan
1/1/1983,1314,tonnes (metric),Imports,salt,Jordan
1/1/1983,745,tonnes (metric),Imports,lead,Jordan
1/1/1983,427,tonnes (metric),Imports,talc,Jordan
1/1/1983,348,tonnes (metric),Imports,potash,Jordan
1/1/1983,113148,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1984,4593,kilograms,Imports,platinum group metals,Jordan
1/1/1984,18,tonnes (metric),Imports,potash,Jordan
1/1/1984,102469,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1984,332,tonnes (metric),Imports,lead,Jordan
1/1/1984,126426,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1984,220,tonnes (metric),Imports,talc,Jordan
1/1/1984,1306,tonnes (metric),Imports,salt,Jordan
1/1/1984,499,tonnes (metric),Imports,zinc,Jordan
1/1/1984,2173,tonnes (metric),Imports,titanium,Jordan
1/1/1984,2215,kilograms,Imports,silver,Jordan
1/1/1984,24000,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1984,269,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1984,963,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1984,912,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1984,115000,Carats,Imports,diamond,United Arab Emirates
1/1/1984,13393,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1984,996,tonnes (metric),Imports,potash,United Arab Emirates
1/1/1984,16723,kilograms,Imports,silver,United Arab Emirates
1/1/1984,466,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1984,2533,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1984,49685,Carats,Imports,diamond,United Arab Emirates
1/1/1984,283630,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1984,40000,Carats,Imports,diamond,United Arab Emirates
1/1/1984,30692,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1984,2658,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1984,241,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1984,2251,tonnes (metric),Imports,feldspar,Jordan
1/1/1984,2551,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1984,9148,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1984,2551,tonnes (metric),Imports,fluorspar,Jordan
1/1/1984,25168,kilograms,Imports,gold,Jordan
1/1/1984,2442436,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1984,145510,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1984,2383,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1985,94281,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1985,13664,kilograms,Imports,gold,Jordan
1/1/1985,4536,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1985,640,tonnes (metric),Imports,feldspar,Jordan
1/1/1985,5330,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1985,2073,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1985,640,tonnes (metric),Imports,fluorspar,Jordan
1/1/1985,2015,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1985,2264435,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1985,16005,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1985,1442,tonnes (metric),Imports,salt,Jordan
1/1/1985,169300,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1985,603,tonnes (metric),Imports,zinc,Jordan
1/1/1985,753,tonnes (metric),Imports,potash,Jordan
1/1/1985,271,kilograms,Imports,silver,Jordan
1/1/1985,329,tonnes (metric),Imports,talc,Jordan
1/1/1985,314,tonnes (metric),Imports,lead,Jordan
1/1/1985,15682,tonnes (metric),Imports,sulphur and pyrites,Jordan
1/1/1985,38,kilograms,Imports,platinum group metals,Jordan
1/1/1985,1921,tonnes (metric),Imports,titanium,Jordan
1/1/1985,326904,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1985,30244,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1985,2099,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1985,26295,Carats,Imports,diamond,United Arab Emirates
1/1/1985,1380,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1985,12000,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1985,309,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1985,1530,tonnes (metric),Imports,potash,United Arab Emirates
1/1/1985,11886,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1985,4087,kilograms,Imports,silver,United Arab Emirates
1/1/1985,622,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1985,6624,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1985,1175000,Carats,Imports,diamond,United Arab Emirates
1/1/1986,21552,tonnes (metric),Imports,salt,United Arab Emirates
1/1/1986,30000,Carats,Imports,diamond,United Arab Emirates
1/1/1986,1129,tonnes (metric),Imports,"iron, steel and ferro-alloys",United Arab Emirates
1/1/1986,4768,tonnes (metric),Imports,"asbestos, unmanufactured",United Arab Emirates
1/1/1986,294626,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1986,2418,tonnes (metric),Imports,"bauxite, alumina and aluminium",United Arab Emirates
1/1/1986,984,tonnes (metric),Imports,potash,United Arab Emirates
1/1/1986,43,tonnes (metric),Imports,mica,United Arab Emirates
1/1/1986,51723,tonnes (metric),Imports,iron ore,United Arab Emirates
1/1/1986,9959,tonnes (metric),Imports,barytes,United Arab Emirates
1/1/1986,465,tonnes (metric),Imports,talc,United Arab Emirates
1/1/1986,89187,kilograms,Imports,silver,United Arab Emirates
1/1/1986,16440,Carats,Imports,diamond,United Arab Emirates
1/1/1986,1212,tonnes (metric),Imports,gypsum and plaster,United Arab Emirates
1/1/1986,3647,kilograms,Imports,gold,Jordan
1/1/1986,455,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1986,4536,tonnes (metric),Imports,"bauxite, alumina and aluminium",Jordan
1/1/1986,2285058,tonnes (metric),Imports,"petroleum, crude",Jordan
1/1/1986,928,tonnes (metric),Imports,feldspar,Jordan
1/1/1986,928,tonnes (metric),Imports,fluorspar,Jordan
1/1/1986,1248,tonnes (metric),Imports,gypsum and plaster,Jordan
1/1/1986,173742,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1986,21399,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
1/1/1986,1810,tonnes (metric),Imports,"iron, steel and ferro-alloys",Jordan
